internal_sku,squarespace_product,squarespace_variant,squarespace_sku,quickbooks_item,tannage,color,weight,product_type,needs_qb_item,needs_review
HOR-SMP-DEA,Horween Swatch Books,Dearborn,SQ0193052,Sample Book - All Horween,Dearborn,,,sample_book,,
VIR-SMO-45,Virgilio • Smoked Matte,Militare - 4-5 oz (1.6-2 mm),SQ8710450,Smoked Matte  Alloro 4.5-5 oz,Smoked Matte,,4-5,full_hide,,
VIR-SMO-ALL-45,Virgilio • Smoked Matte,Alloro - 4-5 oz (1.6-2 mm),SQ4350837,Smoked Matte  Alloro 4.5-5 oz,Smoked Matte,Alloro,4-5,full_hide,,
HOR-ESX-NUT-56,Horween • Essex,Brown Nut - 5-6 oz (2.0 –  2.4 mm),SQ2672502,*Nut Brown Essex 4.5-5z,Essex,Brown Nut,5-6,full_hide,,
HOR-MYS-356,Horween • Mystery Bundle 3.5-6 oz,1 Side,SQ2633040,,,,3.5-6,mystery_bundle,,
HOR-DUB-COB-56,Horween • Dublin,Cobalt Blue - 5-6 oz (2.0 –  2.4 mm),SQ3466231,Dublin Cobalt Blue 5-6 oz,Dublin,Cobalt Blue,5-6,full_hide,,
HOR-DUB-RUS-56,Horween • Dublin,Russet Brown - 5-6 oz (2.0 –  2.4 mm),SQ7402731,Dublin Russet Brown 5-6 oz,Dublin,Russet Brown,5-6,full_hide,,
HOR-ORI-RIO,"Coronado • Clark Backpack, Horween Canteen Orion",,SQ7602534,,Orion,Rio,,merchandise,,
ACC,32mm Color 8 Cordovan Belt,Size 36 - Increase Pant Size by 2 for Belt Size - Brass,SQ5931366,Commission,,,,accessory,,
HOR-PNL-CHX-GRN-56,Horween Chromexcel® Leather Panels,"1' Panel (12""x12"") - Greener Pastures - 5-6 oz (2-2.4 mm)",SQ8743671,Panel Chrxl Greener P 5-6 oz,Chromexcel,Greener Pastures,5-6,panel,,
ACC-NAT,Tulliani Belts • Wacker Drive,38 - Natural Chomexcel,SQ4750519,Commission,,Natural,,accessory,,
VIR-SMP-VAC,Virgilio Swatch Books,Vachetta Heavyweight,SQ8374181,Sample Book - Vachetta,Vachetta,,,sample_book,,
ARA-MYS,Arazzo Upholstery • Mystery Bundle,1 Side,SQ2161588,,,,,mystery_bundle,,
ITA-BUR,Nappa Lamb,Burgundy,SQ8131772,MISCELLANOUS LEATHER,,Burgundy,,full_hide,Y,
TAN,Calf Lining,Tan,SQ7334587,Glovey Tan Calf Lining,,Tan,,lining,,
WAL-BUT-555,Conceria Walpier • Buttero,Resin - #102 Blue - 5-5.5 oz (2-2.2 mm),SQ6151220,Buttero #100 Black (Res) 5-5.5,Buttero,,5-5.5,full_hide,,
ACC-COL,Ashland • Quickcash Wallet,Color 8,SQ4180658,MISCELLANOUS LEATHER,,Color 8,,accessory,Y,
LES-GUN-BLK-335,Les Rives • Gunmetal,Black/Bronze (3-3.5 oz),SQ6873363,MISCELLANOUS LEATHER,Gunmetal,Black,3-3.5,full_hide,Y,
HOR-DRB-LIG,Horween • Light Natural Derby,,SQ3980501,Derby Light Natural 3-3.5 oz,Derby,Light Natural,,full_hide,,
WAL-BUT-COG-657,Conceria Walpier • Buttero,No Resin - #23 Cognac - 6.5-7 oz (2.6-2.8 mm),SQ0113651,Buttero #23 Cognac (Res) 6.5-7,Buttero,Cognac,6.5-7,full_hide,,
TUS-SOK,Tusting & Burnett • Sokoto Dip Dye,Heritage,SQ0135351,T & B Sokoto Book Azure 2 oz,Sokoto,,,full_hide,,
VIR-MAR-NAT-45,Virgilio • Margot Fog,Natural - 4-5 oz (1.6-2 mm),SQ1108116,Margot Fog Natural 4.5-5 oz,Margot,Natural,4-5,full_hide,,
TUS-SMP-SOK,Tusting & Burnett Swatch Books,Sokoto Dip-Dye,SQ8500038,Sample Book - T & B Dip Dye,Sokoto,,,sample_book,,
VIR-MAR-GIR-34,Virgilio • Margot Fog,Girasole - 3-4 oz (1.2-1.6 mm),SQ0120146,Margot Fog Girasole 3-3.5 oz,Margot,Girasole,3-4,full_hide,,
VIR-MAR-LIL-45,Virgilio • Margot,Lilla - 4-5 oz (1.6-2 mm),SQ3078030,Margot Fog Lilla 4.5-5 oz,Margot,Lilla,4-5,full_hide,,
TUS-SMP-MAR,Tusting & Burnett Swatch Books,Marsh,SQ4366254,Sample Book - T & B Marsh,Marsh,,,sample_book,,
TEM-SMP-MAI,Tempesti Swatch Books,Maine Liscio,SQ8094987,Sample Book - All Tempesti,Maine,,,sample_book,,
VIR-MAR-45,Virgilio • Margot,Mandarino - 4-5 oz (1.6-2 mm),SQ2379511,Margot Alloro 4.5-5 oz,Margot,,4-5,full_hide,,
HOR-CYP-DAR-34,Horween • Cypress,Dark Chestnut - 3-4 oz (1.2-1.6 mm),SQ4635888,Cypress Dark Chestnut 3.5-4 oz,Cypress,Dark Chestnut,3-4,full_hide,,
HOR-DRB-OLD-34,Horween • Derby,Olde English - 3-4 oz (1.2-1.6 mm),SQ6662768,Derby Olde English 3.5-4 oz,Derby,Olde English,3-4,full_hide,,
HOR-STR-RUS-9+,Horween • Russet Horsehide Strips Stained Bundles,Soft Rolled Strips - Narrows - 9+ oz,SQ6417430,Russet Strips SR 9 oz and up,Russet Horsehide,,9+,strips,,
HOR-ESX-NUT-45,Horween • Essex,Brown Nut - 4-5 oz (1.6 – 2 mm),SQ8052506,*Nut Brown Essex 4.5-5z,Essex,Brown Nut,4-5,full_hide,,
HOR-DUB-BLK,Horween • Dublin,Black,SQ2975894,*Black Dublin 4-4.5 oz,Dublin,Black,,full_hide,,
HOR-HF-CHX-COL,Horween • Chromexcel® Double Horsefronts,Color 8,SQ4044539,DHF Chrxl Color #8,Chromexcel,Color 8,,horsefront,,
HOR-CHX-BLK-89,Horween • Chromexcel®,Black - 8-9 oz (3.2 –  3.6 mm),SQ1602918,Chrxl Black 8-9 oz,Chromexcel,Black,8-9,full_hide,,
HOR-DEA-34,Horween • Dearborn,Havana - 3-4 oz (1.2-1.6 mm),SQ6742378,Dearborn Black 3.5-4 oz,Dearborn,,3-4,full_hide,,
HOR-DUB-ENG-89,Horween • Dublin,English Tan - 8-9 oz (3.2 –  3.6 mm),SQ0732657,Dublin English Tan 8-9 oz,Dublin,English Tan,8-9,full_hide,,
UNKNOWN,Tannery Row Collection,Calf Lining,SQ5899115,MISCELLANOUS LEATHER,,,,lining,Y,
OND-MON-GRE,Onda Verde • Monroe Calf,Side (12-15 square feet) - Olivo (Green),SQ5018474,MISCELLANOUS LEATHER,Monroe Calf,Green,,full_hide,Y,
VIR-MAR-OLM-45,Virgilio • Margot Fog,Olmo - 4-5 oz (1.6-2 mm),SQ4718200,Margot Fog Olmo 4.5-5 oz,Margot,Olmo,4-5,full_hide,,
HOR-CYP-PUR-56,Horween • Cypress,Tokyo Purple - 5-6 oz (2.0-2.4 mm),SQ1745331,Cypress Tokyo Purple 5-6 oz,Cypress,Purple,5-6,full_hide,,
VIR-MAR-ALL-45,Virgilio • Margot Fog,Alloro - 4-5 oz (1.6-2 mm),SQ7826150,Margot Alloro 4.5-5 oz,Margot,Alloro,4-5,full_hide,,
HOR-CYP-34,Horween • Cypress,Storm Blue - 3-4 oz (1.2-1.6 mm),SQ6083611,Cypress Black 3.5-4oz,Cypress,,3-4,full_hide,,
TEM-ELB-AMB-1012,Tempesti • Elbamatt Liscio,Ambra - 1.0  - 1.2 mm (2.5-3 oz),SQ2387406,Elbamatt Liscio Ambra 4.5-5 oz,Elbamatt,Ambra,1.0-1.2,full_hide,,Y
TEM-BAK-FIE-1012,Tempesti • Baku,Fieno - 1.0  - 1.2 mm (2.5-3 oz),SQ6798333,Baku Fieno 4.5-5 oz (1.8-2 mm),Baku,Fieno,1.0-1.2,full_hide,,Y
TEM-MAI-T. -1012,Tempesti • Maine Eco Lux,T. Moro - 1.0  - 1.2 mm (2.5-3 oz),SQ6938742,Maine Eco Lux T. Moro 4.5-5 oz,Maine,T. Moro,1.0-1.2,full_hide,,Y
HOR-PNL-DRB-LIG-56,Horween Derby Leather Panels,2’ Panel (12”x24”) - Light Natural - 5-6 oz (2-2.4 mm),SQ2802652,Panel Derby Lt Nat 5-6 oz,Derby,Light Natural,5-6,panel,,
TEM-SMP-ELB,Tempesti Swatch Books,Elbamatt Liscio,SQ3693338,Sample Book - All Tempesti,Elbamatt,,,sample_book,,
CFS-SMP-REP,C.F. Stead  Swatch Books,Repello Calf,SQ6654137,Sample Book - All Stead,Repello,,,sample_book,,
CFS-SMP-JAN,C.F. Stead  Swatch Books,Janus Calf,SQ7255940,Sample Book - All Stead,Janus Calf,,,sample_book,,
HOR-PNL-DRB-NUT-56,Horween Derby Leather Panels,Brown Nut - 2’ Panel (12”x24”) - 5-6 oz (2-2.4 mm),SQ0998611,Panel Derby Brown Nut 5-6 oz,Derby,Brown Nut,5-6,panel,,
SPL-SOL-1125125,Splenda • Sole Bends,11.25-12.5 oz (4.5-5mm),SQ5523754,MISCELLANOUS LEATHER,Sole Bends,,11.25-12.5,full_hide,Y,
HOR-HF-CHX-BRN,Horween • Chromexcel Single Horsefronts,Brown,SQ7982983,DHF Chrxl Brown,Chromexcel,Brown,,horsefront,,
HOR-HF-CHX-COL,Horween • Chromexcel Single Horsefronts,Color 8,SQ8374440,DHF Chrxl Color #8,Chromexcel,Color 8,,horsefront,,
VIR-MAR-COB-45,Virgilio • Margot Fog,Cobalto - 4-5 oz (1.6-2 mm),SQ7384004,Margot Cobalto 4.5-5 oz,Margot,Cobalto,4-5,full_hide,,
VIR-MAR-CAS-45,Virgilio • Margot Fog,Castagna - 4-5 oz (1.6-2 mm),SQ5338877,Margot Castagna 4.5-5 oz,Margot,Castagna,4-5,full_hide,,
VIR-SMO-TOP-45,Virgilio • Smoked Matte,Topo - 4-5 oz (1.6-2 mm),SQ7027035,Smoked Matte Topo 4.5-5 oz,Smoked Matte,Topo,4-5,full_hide,,
VIR-MAR-TOP-45,Virgilio • Margot Fog,Topo - 4-5 oz (1.6-2 mm),SQ2225727,Margot Fog Topo 4.5-5 oz,Margot,Topo,4-5,full_hide,,
VIR-MAR-SIE-34,Virgilio • Margot Fog,Siena - 3-4 oz (1.2-1.6 mm),SQ7582623,Margot Fog Siena 3-3.5 oz,Margot,Siena,3-4,full_hide,,
HOR-HF-PIN-SIE,Horween • Pinnacle Double Horsefronts,Sienna,SQ1293638,DHF Pinnacle Sienna,Pinnacle,Sienna,,horsefront,,
HOR-CYP-COL-34,Horween • Cypress,Color 8 - 3-4 oz (1.2-1.6 mm),SQ3405850,Cypress Color 8 3.5-4 oz,Cypress,Color 8,3-4,full_hide,,
HOR-SMP-PRD,Horween Swatch Books,Predator,SQ9620587,Sample Book - All Horween,Predator,,,sample_book,,
SPL-MYS-8+,Splenda • Mystery Bundle 8 oz+,1 Double Shoulder,SQ1689048,,,,8+,mystery_bundle,,
HOR-HF-VRM-BLK,Horween • Vermont Double Horsefronts,Black,SQ0044602,DHF Vermont Black,Vermont,Black,,horsefront,,
HOR-DUB-RUS-89,Horween • Dublin,Russet Brown - 8-9 oz (3.2 –  3.6 mm),SQ3702110,Dublin Russet Brown 8-9 oz,Dublin,Russet Brown,8-9,full_hide,,
HOR-HF-ASP-BLK-45,Horween • Aspen Double Horsefronts,Black - 4-5 oz (1.6-2.0 mm),SQ5897532,DHF Aspen Black,Aspen,Black,4-5,horsefront,,
HOR-MON-BLK,Horween • Montana Bison,Black,SQ1756567,Bison Montana Black 5-6 oz,Montana,Black,,full_hide,,
LES-SMP,Les Rives Swatch Books,Techno,SQ2000133,Sample Book - Les Rives Techno,,,,sample_book,,
LES-SMP,Les Rives Swatch Books,Piuma,SQ7227860,Sample Book - Les Rives Piuma,,,,sample_book,,
ACC-LAT-RIO,Tulliani Belts • Carroll Ave,32 - Rio Latigo,SQ4454508,Commission,Latigo,Rio,,accessory,,
ACC-DAR,Saphir • Cordovan Cream,Dark Brown,SQ5864082,Saphir Cordovan Cream,,Dark Brown,,accessory,,
HOR-PUT,Horween • Puttman,Seahawk,SQ3995601,Puttman Black 3.5-4 oz,Puttman,,,full_hide,,
HOR-PNL-DRB-OLD-34,Horween Derby Leather Panels,1’ Panel (12”x12”) - Olde English - 3-4 oz (1.2-1.6 mm),SQ6664408,Panel Derby Olde Eng 3.5-4 oz,Derby,Olde English,3-4,panel,,
HOR-HF-CHX-DAR,Horween • Chromexcel Single Horsefronts,Dark Brown Waxed Flesh,SQ4435551,DHF Chrxl Brown,Chromexcel,Dark Brown,,horsefront,,
OND-SMP,Onda Verde Swatch Books,Ghiaccio Calf,SQ1727329,Sample Book - Ghiaccio Calf,,,,sample_book,,
3+,Crystal • Lemongrass (3 oz),,SQ3378108,MISCELLANOUS LEATHER,,,3+,full_hide,Y,
HOR-PUT-BLK,Horween • Puttman,Black,SQ0847457,Puttman Black 3.5-4 oz,Puttman,Black,,full_hide,,
WAL-BUT-OLV-657,Conceria Walpier • Buttero,Resin - #19 Olive - 6.5-7 oz (2.6-2.8 mm),SQ3318083,Buttero #19 Olive (Resin) 6.5-7,Buttero,Olive,6.5-7,full_hide,,
ARA-MYS,Arazzo Upholstery • Mystery Bundle,6 Sides,SQ3776108,,,,,mystery_bundle,,
TEM-MYS-255,Tempesti • Mystery Bundle 2.5-5 oz,3 Double Shoulders,SQ3552143,,,,2.5-5,mystery_bundle,,
HOR-KRY-VET,Horween • Krypto,Vetiver,SQ6133788,Krypto Vetiver 3.5-4 oz,Krypto,Vetiver,,full_hide,,
WAL-TUS-BLK-555,Conceria Walpier • Tuscany,Double Shoulder (14-17 sf) - Black #100 - 5-5.5 oz (2-2.2 mm),SQ5422651,Tuscany #100 Black 5-5.5 oz,Tuscany,Black,5-5.5,full_hide,,
WAL-TUS-BUR-335,Conceria Walpier • Tuscany,Double Shoulder (14-17 sf) - Burgundy #5 - 3-3.5 oz (1.2-1.4 mm),SQ5087548,Tuscany #5 Burgundy 3-3.5 oz,Tuscany,Burgundy,3-3.5,full_hide,,
VIR-MAR-34,Virgilio • Margot Fog,Fragola - 3-4 oz (1.2-1.6 mm),SQ4431284,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
VIR-MAR-34,Virgilio • Margot Fog,Turchese - 3-4 oz (1.2-1.6 mm),SQ6468354,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
HOR-CAV-WHI-34,Horween • Cavalier Chromexcel®,Whiskey - 3-4 oz (1.2-1.6 mm),SQ8006022,Bison Cavalier Whiskey 4-5 oz,Cavalier Chromexcel,Whiskey,3-4,full_hide,,
HOR-DRB-RUS-34,Horween • Derby,Russet Brown - 3-4 oz (1.2-1.6 mm),SQ8766701,Derby Russet Brown 3.5-4 oz,Derby,Russet Brown,3-4,full_hide,,
VIR-MAR-34,Virgilio • Margot,Fuxia - 3-4 oz (1.2-1.6 mm),SQ1234719,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
VIR-MAR-GIR-34,Virgilio • Margot,Girasole - 3-4 oz (1.2-1.6 mm),SQ1982273,Margot Fog Girasole 3-3.5 oz,Margot,Girasole,3-4,full_hide,,
HOR-PNL-DRB-OLD-56,Horween Derby Leather Panels,1’ Panel (12”x12”) - Olde English - 5-6 oz (2-2.4 mm),SQ1724030,Panel Derby Olde Eng 5-6 oz,Derby,Olde English,5-6,panel,,
HOR-PNL-DRB-BLK-56,Horween Derby Leather Panels,1’ Panel (12”x12”) - Black - 5-6 oz (2-2.4 mm),SQ5144686,Panel Derby Black 5-6 oz,Derby,Black,5-6,panel,,
ACC,Saphir • Brush,,SQ2148390,Saphir Brush,,,,accessory,,
VIR-MAR-LIL-34,Virgilio • Margot Fog,Lilla - 3-4 oz (1.2-1.6 mm),SQ0826651,Margot Fog Lilla 3-3.5 oz,Margot,Lilla,3-4,full_hide,,
WAL-BUT-GRE-657,Conceria Walpier • Buttero,Resin - #11 Green - 6.5-7 oz (2.6-2.8 mm),SQ1868074,Buttero #11 Green (Resin) 6.5-7,Buttero,Green,6.5-7,full_hide,,
VIR-MAR-34,Virgilio • Margot Fog,Mandarino - 3-4 oz (1.2-1.6 mm),SQ2826201,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
TEM-MYS-255,Tempesti • Mystery Bundle 2.5-5 oz,6 Double Shoulders,SQ7517044,,,,2.5-5,mystery_bundle,,
SPL-MYS-8+,Splenda • Mystery Bundle 8 oz+,6 Double Shoulders,SQ7789977,,,,8+,mystery_bundle,,
HOR-CHX-BRN-89,Horween • Chromexcel®,Brown - 8-9 oz (3.2 –  3.6 mm),SQ9594062,*Brown Chromexcel 8/9oz,Chromexcel,Brown,8-9,full_hide,,
HOR-LAT-BLK-56,Horween • Illini Latigo,Black - 5-6 oz (2.0 –  2.4 mm),SQ0844184,Aniline Latigo Black 5-6 oz,Latigo,Black,5-6,full_hide,,
ITA-MUR,Nappa Lamb,Murano,SQ9086176,MISCELLANOUS LEATHER,,Murano,,full_hide,Y,
VIR-MAR-45,Virgilio • Margot Fog,Turchese - 4-5 oz (1.6-2 mm),SQ2300033,Margot Alloro 4.5-5 oz,Margot,,4-5,full_hide,,
VIR-MAR-OLM-34,Virgilio • Margot Fog,Olmo - 3-4 oz (1.2-1.6 mm),SQ0225257,Margot Fog Olmo 3-3.5 oz,Margot,Olmo,3-4,full_hide,,
VIR-MAR-34,Virgilio • Margot Fog,Fuxia - 3-4 oz (1.2-1.6 mm),SQ5460402,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
HOR-PUT,Horween • Puttman,Cobalt,SQ2113424,Puttman Black 3.5-4 oz,Puttman,,,full_hide,,
HOR-PUT-BUR,Horween • Puttman,Burgundy,SQ7329392,Puttman Burgundy 3.5-4 oz,Puttman,Burgundy,,full_hide,,
ARA-MYS,Arazzo Upholstery • Mystery Bundle,3 Sides,SQ0747055,,,,,mystery_bundle,,
VIR-MAR-TOP-34,Virgilio • Margot Fog,Topo - 3-4 oz (1.2-1.6 mm),SQ4046167,Margot Fog Topo 3-3.5 oz,Margot,Topo,3-4,full_hide,,
HOR-MYS-6+,Horween • Mystery Bundle 6 oz+,6 Sides,SQ5802457,,,,6+,mystery_bundle,,
HOR-DUB-NUT,Horween • Dublin,Brown Nut,SQ6278419,*Brown Nut Dublin 6-7 oz,Dublin,Brown Nut,,full_hide,,
VIR-MAR-34,Virgilio • Margot Fog,Seppia - 3-4 oz (1.2-1.6 mm),SQ4414135,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
VIR-MAR-ALL-34,Virgilio • Margot Fog,Alloro - 3-4 oz (1.2-1.6 mm),SQ7172683,Margot Alloro 3-3.5 oz,Margot,Alloro,3-4,full_hide,,
ACC-BRN,Saphir • Oiled Leather Cream,Medium Brown,SQ7824206,Saphir Oiled Cream,,Brown,,accessory,,
ACC-CHX-BRN,Tulliani Belts • LaSalle Street,38 - Brown Chromexcel,SQ6773659,Commission,Chromexcel,Brown,,accessory,,
ACC-DAR,Saphir • Oiled Leather Cream,Dark Brown,SQ8322673,Saphir Oiled Cream,,Dark Brown,,accessory,,
HOR-HF-VRM-BON,Horween • Vermont Double Horsefronts,Bone,SQ6725924,DHF Vermont Bone,Vermont,Bone,,horsefront,,
HOR-DUB-LIG,Horween • Dublin,Light Natural,SQ0617957,Dublin Light Natural 3-3.5 oz,Dublin,Light Natural,,full_hide,,
VIR-VAC-45,Virgilio • Vachetta,Seppia - 4-5 oz (1.6-2 mm),SQ0547175,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
HOR-DUB-NAT-34,Horween • Dublin,Natural - 3-4 oz (1.2-1.6 mm),SQ5467607,Dublin Natural 3.5-4 oz,Dublin,Natural,3-4,full_hide,,
VIR-VAC-45,Virgilio • Vachetta Box,Militare - 4-5 oz (1.6-2 mm),SQ8295204,Vachetta Alloro 4.5-5 oz,Vachetta,,4-5,full_hide,,
TEM-FEN,Tempesti • Fenice,Fuxia,SQ7493051,*Fenice 1.8-2.0mm,Fenice,,,full_hide,,
TEM-FEN,Tempesti • Fenice,Turchese,SQ5222783,*Fenice 1.8-2.0mm,Fenice,,,full_hide,,
VIR-VAC-LIL-34,Virgilio • Vachetta,Lilla - 3-4 oz (1.2-1.6 mm),SQ7814161,Vachetta Box Lilla 3.5-4 oz,Vachetta,Lilla,3-4,full_hide,,
HOR-ESX-ENG-34,Horween • Essex,English Tan - 3-4 oz (1.2-1.6 mm),SQ0914736,Essex English Tan 3.5-4 oz,Essex,English Tan,3-4,full_hide,,
ACC-NAT,Ashland • Johnny The Fox Wallet,Natural,SQ1686347,MISCELLANOUS LEATHER,,Natural,,accessory,Y,
CRO,Tannery Row Collection,Crocco Veg,SQ2671374,Crocco Veg Black 5-5.5 oz,Crocco,,,full_hide,,
HOR-CHX-DAR-56,Horween • Waxed Flesh Chromexcel®,Dark Brown - 5-6 oz,SQ2282537,*Brown Chromexcel 5.5-6oz.,Chromexcel,Dark Brown,5-6,full_hide,,
CFS-WAX-STO-4555,C.F. Stead • Waxy Mohawk,Stone: 4.5-5.5 oz (1.8-2.2 mm),SQ5177441,Waxy Mohawk Stone Smooth,Waxy Mohawk,Stone,4.5-5.5,full_hide,,
VIR-MAR-34,Virgilio • Margot,Mandarino - 3-4 oz (1.2-1.6 mm),SQ2046463,Margot Alloro 3-3.5 oz,Margot,,3-4,full_hide,,
HOR-CAV-WHI-56,Horween • Cavalier Chromexcel®,Whiskey - 5-6 oz (2-2.4 mm),SQ4318740,*Whiskey Cavalier 5.5-6z,Cavalier Chromexcel,Whiskey,5-6,full_hide,,
HOR-PNL-DUB-NAT-56,Horween Dublin Leather Panels,1’ Panel (12”x12”) - Natural - 5-6 oz (2-2.4 mm),SQ4618689,Panel Dublin Natural 5-6 oz,Dublin,Natural,5-6,panel,,
SPL-BOM-MAR-3436,Splenda • BOM,Marlboro Red - 3.4-3.6 mm (8.5-9 oz),SQ8101242,MISCELLANOUS LEATHER,BOM,Marlboro Red,3.4-3.6,full_hide,Y,
HOR-PNL-CHX-NAT-56,Horween Chromexcel® Leather Panels,"2' Panel (12""x24"") - Natural - 5-6 oz (2-2.4 mm)",SQ6575753,Panel Chrxl Natural 5-6 oz,Chromexcel,Natural,5-6,panel,,
HOR-PNL-DRB-ENG-34,Horween Derby Leather Panels,1’ Panel (12”x12”) - English Tan - 3-4 oz (1.2-1.6 mm),SQ4028719,Panel Derby English T 3.5-4 oz,Derby,English Tan,3-4,panel,,
CFS-RAM-STO-455,C.F. Stead • Rambler,Stone - 4.5-5oz (1.8-2 mm),SQ1794807,Rambler Stone,Rambler,Stone,4.5-5,full_hide,,
HOR-CHX-BRN-56,Horween • Chromexcel®,Brown - 5-6 oz (2.0 –  2.4 mm),SQ5684315,*Brown Chromexcel 5.5-6oz.,Chromexcel,Brown,5-6,full_hide,,
VIR-MAR-NAT-34,Virgilio • Margot,Natural - 3-4 oz (1.2-1.6 mm),SQ1032380,Margot Fog Natural 3-3.5 oz,Margot,Natural,3-4,full_hide,,
HOR-LAT-DAR-910,Horween • Illini Latigo,Dark Brown - 9-10 oz (3.6-3.8),SQ1498202,Anil Latigo Italian Brown 9-10,Latigo,Dark Brown,9-10,full_hide,,
HOR-CHX-GRN-45,Horween • Chromexcel®,Greener Pastures - 4-5 oz (1.6 – 2 mm),SQ7840746,Chrxl Greener Pastures 4-5 oz,Chromexcel,Greener Pastures,4-5,full_hide,,
HOR-CYP-56,Horween • Cypress,Persian Red - 5-6 oz (2.0-2.4 mm),SQ1762748,Cypress Autumn Breeze 5-6 oz,Cypress,,5-6,full_hide,,
VIR-VAC-OLM-45,Virgilio • Vachetta Box,Olmo - 4-5 oz (1.6-2 mm),SQ0046825,Vachetta Box Olmo 3.5-4 oz,Vachetta,Olmo,4-5,full_hide,,
SPL-CLA-COG-78,Splenda • Classic,Cognac - 7-8 oz (2.8-3.2 mm),SQ5416426,Splenda Classic Cognac 7-8 oz,Classic,Cognac,7-8,full_hide,,
WAL-SMP-ROC,Walpier Swatch Books,Rocky,SQ7490026,Sample Book - All Walpier,Rocky,,,sample_book,,
HOR-SMP-LAS,Horween Swatch Books,LaSalle,SQ2820734,Sample Book - All Horween,LaSalle,,,sample_book,,
ACC-CHX-BRN,Tulliani Belts • Hubbard Street,36 - Brown Chromexcel,SQ0514196,Commission,Chromexcel,Brown,,accessory,,
TEM-ELB-SIE-1012,Tempesti • Elbamatt Liscio Lux,Siena - 1.0  - 1.2 mm (2.5-3 oz),SQ9416701,Elbamatt Liscio Siena 4.5-5 oz,Elbamatt,Siena,1.0-1.2,full_hide,,Y
TEM-MAI-COB-455,Tempesti • Maine Eco Lux,Cobalto - 1.8 - 2.0 (4.5-5 oz),SQ2644928,Maine Eco Lux Cobalto 4.5-5 oz,Maine,Cobalto,4.5-5,full_hide,,
SPL-KAN-CHE-3436,Splenda • Kansas,Double Shoulder (~16 sf) - Cherry - 3.4-3.6 mm (8.5-9 oz),SQ7969002,Splenda Kansas Cherry 8.5-9 oz,Kansas,Cherry,3.4-3.6,full_hide,,Y
NUB,Tannery Row Collection,Italian Nubuck,SQ0273490,Italian Nubuck Aubergine,Nubuck,,,full_hide,,
SOF,Tannery Row Collection,Italian Softee,SQ4836054,,Softee,,,merchandise,,
HOR-CHX-BUR-34,Horween • Chromexcel®,Burgundy - 3-4 oz (1.2-1.6 mm),SQ4026237,Chrxl #5872 Burgundy 3.5-4 oz,Chromexcel,Burgundy,3-4,full_hide,,
TUS-MAR-AUT,Tusting & Burnett • Marsh,Autumn,SQ1740100,T & B Marsh Autumn 4 oz,Marsh,Autumn,,full_hide,,
TUS-SOK-AZU,Tusting & Burnett • Sokoto Bookbinding,Azure,SQ2634134,T & B Sokoto Book Azure 2 oz,Sokoto,Azure,,bookbinding,,
WAL-BUT-ORA-335,Conceria Walpier • Buttero,Resin - #12 Orange - 3-3.5 oz (1.2-1.4 mm),SQ8334253,Buttero #12 Orange (Res) 3-3.5,Buttero,Orange,3-3.5,full_hide,,
VIR-VAC-TOP-45,Virgilio • Vachetta,Topo - 4-5 oz (1.6-2 mm),SQ2751271,Vachetta Box Topo 3.5-4 oz,Vachetta,Topo,4-5,full_hide,,
ACC,Intercom Ecostick 5020 • Water-Based Leather Glue,1 Liter (33.8 fl oz),SQ1865253,Ecostick 5020,,,,accessory,,
WAL-BUT-NAT-555,Conceria Walpier • Buttero,No Resin - Natural - 5-5.5 oz (2-2.2 mm),SQ2240656,Buttero Natural (Resin) 5-5.5,Buttero,Natural,5-5.5,full_hide,,
HOR-DUB-C8,Horween • Color #8 Dublin,,SQ0288241,Dublin Color #8 3.5-4 oz,Dublin,Color #8,,full_hide,,
CFS-SUE-BAL-45,C.F. Stead • Desert Oasis Suede,Baltic: 4-5 oz (1.6-2.0 mm),SQ0393836,MISCELLANOUS LEATHER,Suede,Baltic,4-5,full_hide,Y,
CFS-SMP-REG,C.F. Stead  Swatch Books,Regency Calf,SQ6385550,Sample Book - All Stead,Regency,,,sample_book,,
TUS-SMP-SOK,Tusting & Burnett Swatch Books,Sokoto Bookbinding,SQ7657588,MISCELLANOUS LEATHER,Sokoto,,,sample_book,Y,
CFS-SMP,C.F. Stead  Swatch Books,Desert Oasis,SQ2842221,Sample Book - All Stead,,,,sample_book,,
CFS-SMP-CRA,C.F. Stead  Swatch Books,Crazy Cow,SQ1395569,Sample Book - All Stead,Crazy Cow,,,sample_book,,
CFS-SMP,C.F. Stead  Swatch Books,Janus Butt,SQ9568715,Sample Book - All Stead,,,,sample_book,,
HOR-LAS-LIL-56,Horween • LaSalle,Lilla - 5-6 oz (2.0-2.4 mm),SQ8505214,Lasalle Lilla 5-6 oz,LaSalle,Lilla,5-6,full_hide,,
